country,tagged_day_zero,train_error,test_error,suggested_test_size
Afghanistan,-341765708,11.161233154537104,11.162133015307337,0.6200000000000004
Albania,112,0.24981651488875384,0.25204428214003927,0.6500000000000005
Algeria,136,1.864213424849169,1.8655905410663867,0.6900000000000005
Andorra,60,0.20515246002679163,0.204647223526889,0.43000000000000027
Angola,841,0.06608984661260527,0.06546094217234655,0.5400000000000004
Antigua and Barbuda,25,0.019323801602556215,0.019512211955426503,0.6100000000000004
Argentina,137,1.3116475959337432,1.3235067784799945,0.4800000000000003
Armenia,160,0.9545895828549072,0.8467435725089401,0.17
Australia,82,0.15392082003659252,0.15246972137789283,0.4400000000000003
Austria,77,0.8539163923743114,0.8526778765277768,0.6400000000000005
Azerbaijan,81,0.2729994346365775,0.26334599538379055,0.31000000000000016
Bahamas,77,0.04938187829479151,0.04986554349920456,0.5300000000000004
Bahrain,204,0.1843155743576602,0.18364993020490578,0.31000000000000016
Bangladesh,98,0.7217949310166195,0.7078299265322598,0.6500000000000005
Barbados,31,0.04593375372902433,0.04440458115290605,0.15
Belarus,120,0.7049791389843831,0.7042274718514588,0.5800000000000004
Belgium,133,3.2351660135717535,2.791381566148471,0.30000000000000016
Belize,-1,-1,-1,-1
Benin,631,0.10593801390382779,0.10696604157552199,0.4900000000000003
Bhutan,-1,-1,-1,-1
Bolivia,107,0.14524499640343227,0.14561037466376367,0.5800000000000004
Bosnia and Herzegovina,120,0.9264853243393835,0.9332098130566333,0.6700000000000005
Botswana,14,0.017842417642120804,0.017949063770227792,0.4500000000000003
Brazil,202,9.427388145612188,9.462840242722745,0.42000000000000026
Brunei,41,0.021581431628654613,0.022976429192077333,0.17
Bulgaria,183,0.7210063640170069,0.7512761780229525,0.21000000000000005
Burkina Faso,74,0.38781157712317815,0.38251932358088314,0.20000000000000004
Burma,47,0.17455582969284028,0.178189225643508,0.6700000000000005
Burundi,-1,-1,-1,-1
Cabo Verde,476590,0.3330210873178075,0.33253072053612515,0.6200000000000004
Cambodia,21,0.06319549670777842,0.059227743447532254,0.3300000000000002
Cameroon,128,0.9981870516842138,1.0169961000891774,0.5500000000000004
Canada,156,6.618227852776007,6.690469862697983,0.27000000000000013
Central African Republic,-1,-1,-1,-1
Chad,304,0.21737604357110046,0.21806694837259918,0.6100000000000004
Chile,193,5.941002568781654,6.119869643269916,0.43000000000000027
China,70,0.35121518241943855,0.3590567878379541,0.3700000000000002
Colombia,148,1.7673075582180457,1.7350250796084261,0.2600000000000001
Comoros,-1,-1,-1,-1
Congo (Brazzaville),50,0.17203800704430922,0.17221452707302218,0.30000000000000016
Congo (Kinshasa),140,0.23503106714961294,0.24556158368813166,0.5100000000000003
Costa Rica,83,0.3182976840935091,0.314798265243322,0.5600000000000004
Cote d'Ivoire,95,0.37789960649003773,0.13635553363066152,0.17
Croatia,77,0.44883706722983696,0.4425931375013486,0.3800000000000002
Cuba,91,0.2864289331633943,0.3177183717086478,0.5200000000000004
Cyprus,72,0.05675672802434814,0.057001581433585545,0.43000000000000027
Czechia,99,1.238910032626221,1.2271329614833442,0.3200000000000002
Denmark,143,2.5837576806263702,2.5952560225836225,0.3500000000000002
Diamond Princess,26,0.12045457923857268,0.11350106639032469,0.28000000000000014
Djibouti,42,0.2760740059565468,0.27600625637694,0.2600000000000001
Dominica,-1,-1,-1,-1
Dominican Republic,120,2.5551237432367158,2.600414876666953,0.5400000000000004
Ecuador,139,1.786701706151012,1.8390217172914223,0.4900000000000003
Egypt,179,0.5134739229939401,0.5188264861057151,0.4600000000000003
El Salvador,200,0.26674826456604706,0.2647675969915906,0.3700000000000002
Equatorial Guinea,35,0.3724617416898147,0.37132432418168976,0.3400000000000002
Eritrea,31,0.04064678185331437,0.04062412322240013,0.24000000000000007
Estonia,2370,2.481474892317419,2.531838897124014,0.3800000000000002
Eswatini,-89073280,0.9795435490033305,0.9854586848107793,0.20000000000000004
Ethiopia,65,0.02939569592402514,0.0289917154876297,0.4700000000000003
Fiji,-1,-1,-1,-1
Finland,134,1.3138055415818124,1.3413223632675273,0.3700000000000002
France,132,3.4307025846245267,3.431980759046638,0.3400000000000002
Gabon,97,0.10391121799887403,0.10336504174489036,0.29000000000000015
Gambia,-1,-1,-1,-1
Georgia,119,0.04670935605019506,0.04664829278152164,0.40000000000000024
Germany,143,6.914736215112304,6.666955448517095,0.16
Ghana,-36,6.407035750212659,6.416513777976913,0.5000000000000003
Greece,88,0.41222486363085475,0.4084243900928838,0.31000000000000016
Grenada,-1,-1,-1,-1
Guatemala,99,0.10223633991213173,0.10180913850209909,0.41000000000000025
Guinea,96,0.4329024617983949,0.4342755732543268,0.5300000000000004
Guinea-Bissau,33778,1.299640306991695,1.2941559683237582,0.31000000000000016
Guyana,51,0.19311784039326685,0.1937743307036212,0.40000000000000024
Haiti,126,0.05335792392482751,0.05482308666192821,0.5300000000000004
Holy See,-1,-1,-1,-1
Honduras,160,0.8839595560722942,0.8756774903130128,0.15
Hungary,125,0.46014757591664296,0.455120406074159,0.3300000000000002
Iceland,79,0.04883312618910669,0.04919227246847538,0.3800000000000002
India,147,1.3434635691276244,1.368881036222822,0.31000000000000016
Indonesia,127,1.1505732699987732,1.1485205208186229,0.41000000000000025
Iran,157,8.72858514807869,8.584259212947455,0.43000000000000027
Iraq,125,0.2343573614351052,0.23532600296444584,0.3400000000000002
Ireland,114,1.5579735611355312,1.5625997252132369,0.6100000000000004
Israel,100,1.4151606090454834,1.4059685039840348,0.5900000000000004
Italy,18,1.3322810349933767,3.4019626383395614,0.5200000000000004
Jamaica,120,0.19244206252483728,0.19393986785119677,0.6700000000000005
Japan,161,0.4821354214402362,0.4796360811363411,0.6400000000000005
Jordan,66,0.1702202645495145,0.17959671526894322,0.15
Kazakhstan,120,0.5060117975245826,0.49369798044458835,0.31000000000000016
Kenya,100,0.30972074552178513,0.3117084860103121,0.16
"Korea, South",86,3.9070633471118232,3.9309874454272506,0.5500000000000004
Kosovo,75,0.17153017456110958,0.1715414491579315,0.3200000000000002
Kuwait,205,0.18143219000098812,0.1830592075044336,0.3200000000000002
Kyrgyzstan,82,0.11416457705224256,0.10985884674168007,0.6400000000000005
Laos,-1,-1,-1,-1
Latvia,89,0.4228101438540018,0.42291910997486243,0.5400000000000004
Lebanon,80,0.24471617296498874,0.2468757905997875,0.24000000000000007
Liberia,76,0.06710766748057724,0.06650474216739821,0.5700000000000004
Libya,27,0.10728505625630973,0.10745133912934857,0.3400000000000002
Liechtenstein,31,0.045581180429474365,0.046581264456398916,0.41000000000000025
Lithuania,77,7.901849929412484,7.885096397438071,0.5800000000000004
Luxembourg,67,1.0019839503236891,1.0260871140824324,0.3800000000000002
MS Zaandam,-1,-1,-1,-1
Madagascar,-206887020,0.9610277406204671,0.9636080992042094,0.4900000000000003
Malawi,7,0.05325318451432477,0.049469743911249336,0.18000000000000002
Malaysia,124,1.0748625008760162,1.0743163150144612,0.43000000000000027
Maldives,41,0.3161675644534777,0.31680058816431733,0.5700000000000004
Mali,87,0.05526017665364879,0.05574032765506771,0.5000000000000003
Malta,65,0.11136553752379423,0.11177551158002891,0.3500000000000002
Mauritania,-1,-1,-1,-1
Mauritius,42,0.05874689504039026,0.06051375984271125,0.4700000000000003
Mexico,1369,45.148227800240484,45.14114968281572,0.43000000000000027
Moldova,108,0.5894112352151107,0.6000100607045276,0.40000000000000024
Monaco,35,0.0470351391096811,0.046994442344390104,0.5900000000000004
Mongolia,57,0.01905643650984189,0.018917007474712012,0.3700000000000002
Montenegro,45,0.12869615454481048,0.12865952727791685,0.6700000000000005
Morocco,112,0.6510846519230749,0.6389183977472251,0.30000000000000016
Mozambique,59,0.1094795739108688,0.10692094751189837,0.5200000000000004
Namibia,-1,-1,-1,-1
Nepal,-92203435,0.36702920905887815,0.3681800106816253,0.43000000000000027
Netherlands,130,4.0671338263194,4.056535692915273,0.28000000000000014
New Zealand,49,0.3748931887692535,0.3751472490147875,0.2500000000000001
Nicaragua,-1,-1,-1,-1
Niger,40,0.2589013807576221,0.2743005166863257,0.6800000000000005
Nigeria,391,0.19783351354034875,0.19766255299230667,0.20000000000000004
North Macedonia,84,0.2940099371057724,0.2844789187000605,0.42000000000000026
Norway,107,1.619324668292755,1.7160694031938606,0.18000000000000002
Oman,101,0.12728309186891723,0.12721278595537405,0.4700000000000003
Pakistan,218,4.147297213302402,4.133900824731407,0.3300000000000002
Panama,155,1.5390516700631347,1.5465277795591346,0.6700000000000005
Papua New Guinea,-1,-1,-1,-1
Paraguay,600,0.26180545906493796,0.2589263322696795,0.39000000000000024
Peru,153,1.6963089636137971,1.701693040430296,0.28000000000000014
Philippines,138,1.6733501141069744,1.6622252539509486,0.30000000000000016
Poland,155,2.0803656828134116,2.0316728514135733,0.16
Portugal,116,4.100928020132906,4.0696184709175105,0.43000000000000027
Qatar,-1,-1,-1,10
Romania,132,1.6304256410584095,1.6492846418265241,0.18000000000000002
Russia,144,2.596381926300929,2.6167204648852653,0.31000000000000016
Rwanda,258,0.13192121227400672,0.13302584624326022,0.6200000000000004
Saint Kitts and Nevis,-1,-1,-1,-1
Saint Lucia,-1,-1,-1,-1
Saint Vincent and the Grenadines,-1,-1,-1,-1
San Marino,149,0.3735408293844188,0.3676909368379226,0.6800000000000005
Sao Tome and Principe,-1,-1,-1,-1
Saudi Arabia,151,0.9687548972078489,0.9495160797141434,0.5600000000000004
Senegal,604,0.27159773816348154,0.2703705658137137,0.2600000000000001
Serbia,113,0.3968155735103926,0.41109045775389735,0.5800000000000004
Seychelles,-1,-1,-1,-1
Sierra Leone,76,0.08655704337750462,0.09208213194522796,0.6100000000000004
Singapore,143,0.7208290125037001,0.7210989334552642,0.6300000000000004
Slovakia,100,0.15161954213851808,0.14609000786848886,0.28000000000000014
Slovenia,295,4.9775004181819735,5.101613404826387,0.2600000000000001
Somalia,1819,4.843393277184652,4.838756628149999,0.3800000000000002
South Africa,221,2.6714072682390912,2.4881427654130515,0.6000000000000004
South Sudan,-1,-1,-1,-1
Spain,119,7.1162979568754645,7.088765952457137,0.4900000000000003
