country,tagged_day_zero,train_error,test_error,suggested_test_size
Afghanistan,131,0.7538449769097485,0.7482811661633005,0.39000000000000024
Albania,107,0.2891640141779429,0.2585855348582746,0.2500000000000001
Algeria,107,1.172078102305958,1.1762475029921944,0.42000000000000026
Andorra,58,0.186434891870656,0.2394588608542787,0.6800000000000005
Angola,1503,0.01521005297145371,0.02042107205651045,0.15
Antigua and Barbuda,2738,0.010216158750418404,0.02572153317740612,0.6700000000000005
Argentina,133,1.3456457828712012,1.310900299685148,0.2600000000000001
Armenia,127,0.5690304809792935,0.8610530897255686,0.6300000000000004
Australia,67,0.16650791065759912,0.16886917332585635,0.6700000000000005
Austria,100,1.0974143954018774,1.0962869013595509,0.6000000000000004
Azerbaijan,70,0.1253140119340622,0.12590240510558642,0.5400000000000004
Bahamas,90,0.05773380425919073,0.058632265511685704,0.3600000000000002
Bahrain,201,0.2095095945752626,0.21584378491787534,0.6900000000000005
Bangladesh,76,0.40386478640683715,0.40328626021400704,0.28000000000000014
Barbados,4380,0.5016963129782462,0.5265296646855762,0.4600000000000003
Belarus,119,0.7703483794574804,0.7830961090846221,0.18000000000000002
Belgium,118,2.001114521156939,2.6823866888319388,0.6500000000000005
Belize,-1,-1,-1,-1
Benin,199,0.10510830695858285,0.10528499523668663,0.4600000000000003
Bhutan,-1,-1,-1,-1
Bolivia,157,0.30599775583823496,0.28227979023764144,0.5600000000000004
Bosnia and Herzegovina,89,0.5375921253814223,0.5304019198466219,0.6500000000000005
Botswana,11,0.02193789708431482,0.024114180503720974,0.15
Brazil,171,7.132528040154766,7.096873229783441,0.5600000000000004
Brunei,34,0.02533406203060032,0.022433208012060304,0.6000000000000004
Bulgaria,182,0.8582940027762415,0.6431971409584193,0.2600000000000001
Burkina Faso,69,0.29033656927149953,0.36440799128211543,0.5500000000000004
Burma,50,0.20071205842137566,0.21644872468810025,0.3400000000000002
Burundi,-1,-1,-1,-1
Cabo Verde,504,0.04114505627019039,0.06799530075345725,0.43000000000000027
Cambodia,20,0.04042012316566338,0.07181120374202005,0.6600000000000005
Cameroon,119,1.0760916342298192,1.1205844468224895,0.5300000000000004
Canada,141,3.682110406085632,3.7463373461525555,0.6500000000000005
Central African Republic,-1,-1,-1,-1
Chad,441,0.0718888137610062,0.06976154483190392,0.3200000000000002
Chile,123,3.5163459207826917,3.06257286255222,0.5200000000000004
China,72,0.3981276358684087,0.400338385194931,0.3500000000000002
Colombia,140,1.4805631801274866,1.626420813283064,0.6100000000000004
Congo (Brazzaville),48,0.18326297772730357,0.1819572610532297,0.23000000000000007
Congo (Kinshasa),103,0.21060082808803604,0.17062456915611882,0.16
Costa Rica,66,0.2537358556827925,0.2563195561467928,0.5500000000000004
Cote d'Ivoire,92,0.31687416383127825,0.08981078727508371,0.22000000000000006
Croatia,83,0.474350279055055,0.4768265617013968,0.5200000000000004
Cuba,82,0.29058646930081455,0.21083562898697455,0.16
Cyprus,66,0.059919717652677916,0.06907795081956375,0.6800000000000005
Czechia,102,1.2347021150633166,1.3911906942025545,0.6800000000000005
Denmark,121,2.1266426213709866,2.822363155275399,0.6700000000000005
Diamond Princess,33,0.08267647644745528,0.09204717969111334,0.4900000000000003
Djibouti,40,0.33250163011959283,0.32291944659888305,0.2500000000000001
Dominica,-1,-1,-1,-1
Dominican Republic,125,1.718791720322049,2.3509974134935634,0.6800000000000005
Ecuador,443,3.4401469157429605,4.158760943871944,0.6800000000000005
Egypt,145,0.3261779324795756,0.32715165861559514,0.5200000000000004
El Salvador,95,0.110018453181002,0.10842723978197165,0.4900000000000003
Equatorial Guinea,170,0.3059918160236507,0.3339574126745325,0.6500000000000005
Eritrea,-25,0.17378492736506052,0.1935255855299879,0.3400000000000002
Estonia,230,2.325216226324474,2.526898782015103,0.6200000000000004
Eswatini,185,0.1304415900013732,0.13676818444251918,0.5500000000000004
Ethiopia,51,0.03305115444402174,0.038403225796750824,0.42000000000000026
Fiji,-1,-1,-1,-1
Finland,120,1.4588099182688483,1.4476045231013184,0.5600000000000004
France,140,3.2991644868901795,3.3543923790656147,0.6200000000000004
Gabon,66,0.08853287824451245,0.11445724044526731,0.6300000000000004
Gambia,-1,-1,-1,-1
Georgia,105,0.06390677741771565,0.0645092164128204,0.3500000000000002
Germany,113,4.384875637874612,4.383795936602251,0.5900000000000004
Ghana,103,0.30842723024952645,0.325065347240992,0.5300000000000004
Greece,89,0.4259153739586364,0.43584288550034095,0.6800000000000005
Grenada,-1,-1,-1,-1
Guatemala,112,0.07371046073149182,0.07718082917480638,0.41000000000000025
Guinea,91,0.4369433093364074,0.3851820664131949,0.30000000000000016
Guinea-Bissau,804,0.07286710372078602,0.0739790959819979,0.5500000000000004
Guyana,53,0.1839484579111105,0.2119573162325088,0.6800000000000005
Haiti,91,0.07146505711582697,0.07006610562644199,0.6800000000000005
Holy See,-1,-1,-1,-1
Honduras,87,0.40799819268507553,0.4070032639375283,0.28000000000000014
Hungary,103,0.3975555164391065,0.40091212478007066,0.20000000000000004
Iceland,71,0.06263640952059822,0.07655342506177788,0.6800000000000005
India,153,0.6759260677234562,0.7154195342325242,0.15
Indonesia,137,1.2847874229276273,1.3080201290757265,0.6600000000000005
Iran,156,8.25751010336963,8.22049305887128,0.6000000000000004
Iraq,105,0.06854441840918069,0.0643321929106103,0.15
Ireland,113,1.7089407561649146,1.7447147001974057,0.6500000000000005
Israel,95,1.5659846784369382,1.5664806383428524,0.3700000000000002
Italy,137,6.376370818836042,11.080641244820843,0.6800000000000005
Jamaica,328,0.19839810496444785,0.20860174130138026,0.31000000000000016
Japan,174,0.4926604801195093,0.49105287262637326,0.19000000000000003
Jordan,55,0.13664940119555535,0.19313438762910048,0.6300000000000004
Kazakhstan,130,0.5889171201096253,0.5876441595378475,0.42000000000000026
Kenya,75,0.21732078968377383,0.21344882303819887,0.5300000000000004
"Korea, South",86,4.780596612030578,4.729808820760345,0.4500000000000003
Kosovo,204,1.1289694535324328,1.127684467440282,0.30000000000000016
Kuwait,159,0.26760014498237356,0.2680080369549183,0.16
Kyrgyzstan,65,0.07038597627264473,0.0840141470128013,0.3400000000000002
Laos,-1,-1,-1,-1
Latvia,64,0.33015378963655756,0.3450360899241228,0.6800000000000005
Lebanon,69,0.2104997587959422,0.21008158597333532,0.5400000000000004
Liberia,50,0.049667309051860814,0.07772135378609236,0.6200000000000004
Libya,36,0.12194404336341122,0.11799983070982405,0.5500000000000004
Liechtenstein,33,0.051844082151088065,0.039159865291002426,0.22000000000000006
Lithuania,70,0.8304771428586385,0.6942492132785827,0.5200000000000004
Luxembourg,63,0.8646957285755495,0.8553626645963349,0.5600000000000004
MS Zaandam,-1,-1,-1,-1
Madagascar,-255041529,0.8764011128607465,0.8524058472724597,0.39000000000000024
Malawi,-1,-1,-1,-1
Malaysia,113,0.7886391273429664,0.7936980961028354,0.6000000000000004
Maldives,77,0.0651736374046631,0.17688370664882083,0.6500000000000005
Mali,76,0.06714180261457489,0.06643663876788992,0.4700000000000003
Malta,70,0.13556711381183906,0.11536130931411129,0.20000000000000004
Mauritania,-1,-1,-1,-1
Mauritius,46,0.06313194577298159,0.07858376888035219,0.4800000000000003
Mexico,152,1.1570062188463839,1.1749316842972486,0.6200000000000004
Moldova,107,0.5522475858342731,0.5559011339351342,0.3400000000000002
Monaco,61,0.03596080770621933,0.05371949446928356,0.6900000000000005
Mongolia,78,0.016898118093415133,0.017998144402350418,0.3400000000000002
