country,tagged_day_zero,train_error,test_error,suggested_test_size
Afghanistan,186,0.9352828858691412,0.9237212274769157,0.20000000000000004
Albania,85,0.11234506867520705,0.12050197371191311,0.6800000000000005
Algeria,135,1.545162097136852,1.5444374062359778,0.39000000000000024
Andorra,65,0.2748927647447541,0.27399471314078794,0.3700000000000002
Angola,1424,0.025062817246824774,0.02416141831762583,0.22000000000000006
Antigua and Barbuda,18,0.018954451194496336,0.01890329552411386,0.4900000000000003
Argentina,136,1.4727595823816335,1.4624684494265836,0.5800000000000004
Armenia,106,0.40004753651069175,0.757863486967743,0.4500000000000003
Australia,69,0.15673880524407865,0.15691655680808392,0.22000000000000006
Austria,80,1.261572886190781,1.2571620764737266,0.28000000000000014
Azerbaijan,80,0.2272612043350317,0.22553977208209292,0.27000000000000013
Bahamas,-403476988,0.5349163622482345,0.5374253572767738,0.16
Bahrain,193,0.22532579100501032,0.22540277897687291,0.15
Bangladesh,90,0.5533200377081099,0.5530352837957244,0.21000000000000005
Barbados,30,0.047642362826630376,0.047933843144642115,0.21000000000000005
Belarus,129,0.7111296927392771,0.6908903862771839,0.19000000000000003
Belgium,129,2.9939573976075096,2.8493876543032535,0.21000000000000005
Belize,-1,-1,-1,-1
Benin,155,0.10963209050037634,0.10804360783665644,0.27000000000000013
Bhutan,-1,-1,-1,-1
Bolivia,151,0.27442623088018764,0.27412091991564086,0.6700000000000005
Bosnia and Herzegovina,93,0.6529590597620911,0.6579557311923321,0.19000000000000003
Botswana,11,0.019802351682156855,0.020855698107338172,0.3200000000000002
Brazil,190,7.6933213895599035,7.585489462345661,0.30000000000000016
Brunei,45,0.022836814625345387,0.02258532753734659,0.5700000000000004
Bulgaria,176,0.6379941395622911,0.6414753322252746,0.6500000000000005
Burkina Faso,76,0.3673941460600193,0.36509460801801996,0.15
Burma,43,0.20763864411333963,0.20434630627858616,0.30000000000000016
Burundi,-1,-1,-1,-1
Cabo Verde,445,0.0495531165140501,0.04984424050027221,0.42000000000000026
Cambodia,31,0.05469158657658107,0.06248158114832459,0.4400000000000003
Cameroon,111,0.8963480500399383,0.879244712357648,0.6600000000000005
Canada,153,4.3472990314737645,4.336067607214426,0.21000000000000005
Central African Republic,-1,-1,-1,-1
Chad,1787,0.3728153329362448,0.37411415600663356,0.4600000000000003
Chile,135,3.6677391887811175,3.6372731634237474,0.5400000000000004
China,79,0.33824543557919085,0.3540837614672892,0.6400000000000005
Colombia,155,1.9954727182008585,2.0192220185541374,0.3400000000000002
Comoros,-1,-1,-1,-1
Congo (Brazzaville),45,0.22319205889445476,0.22247507412457942,0.5700000000000004
Congo (Kinshasa),183,0.3147213346285455,0.32393844555680645,0.3400000000000002
Costa Rica,91,0.33629589974541585,0.33821296727000466,0.3800000000000002
Cote d'Ivoire,90,0.3361513357611454,0.08235126853202336,0.24000000000000007
Croatia,78,0.5304807650824975,0.5330860090825591,0.6300000000000004
Cuba,91,0.2958417650665536,0.2794375245356483,0.28000000000000014
Cyprus,68,0.05668246135210919,0.05790179860104776,0.4500000000000003
Czechia,98,1.1020215461768332,1.074329663290429,0.6100000000000004
Denmark,145,2.8019785980132146,2.5385687921438826,0.4700000000000003
Diamond Princess,33,0.0784578720244512,0.07921549998769818,0.4400000000000003
Djibouti,39,0.3196568302819867,0.3223949298390731,0.22000000000000006
Dominica,-1,-1,-1,-1
Dominican Republic,109,2.002465872290983,1.9762971710823296,0.43000000000000027
Ecuador,101,0.5333813517551117,0.5554864213473629,0.6200000000000004
Egypt,151,0.30822600276731615,0.3062940191981655,0.5300000000000004
El Salvador,132,0.20319821891875614,0.20503438383155387,0.3700000000000002
Equatorial Guinea,47,0.30072823875542853,0.3052987242279832,0.4900000000000003
Eritrea,30,0.043374523402141305,0.04196502581587182,0.24000000000000007
Estonia,218,1.9595037372006414,1.9583166314956297,0.6200000000000004
Eswatini,-69688595,0.7155452521257422,0.7172437304290114,0.17
Ethiopia,55,0.029017748983321285,0.029580124457505814,0.6400000000000005
Fiji,-1,-1,-1,-1
Finland,134,1.2970295925633148,1.298866952113217,0.6300000000000004
France,140,4.226904420717723,4.138894800880695,0.41000000000000025
Gabon,73,0.09739840267751074,0.09722843497693853,0.4500000000000003
Gambia,-1,-1,-1,-1
Georgia,114,0.04846877177146682,0.04897140796844055,0.6300000000000004
Germany,34,0.7766147954454125,0.6854468585078707,0.3300000000000002
Ghana,130,0.4079865508799796,0.3979745485007064,0.43000000000000027
Greece,88,0.3905449881727009,0.3975872728054103,0.5200000000000004
Grenada,-1,-1,-1,-1
Guatemala,130,0.07116763633342363,0.07188772478309598,0.6900000000000005
Guinea,107,0.4934164987809282,0.48570231797717384,0.4800000000000003
Guinea-Bissau,254,0.519174039101497,0.5187125181465737,0.4700000000000003
Guyana,45,0.17738509380822254,0.18275122104398558,0.6000000000000004
Haiti,-250289248,0.5608088040007431,0.5626221557912604,0.29000000000000015
Holy See,-1,-1,-1,-1
Honduras,122,0.8521020456261602,0.8400524282466967,0.29000000000000015
Hungary,112,0.4182541276029144,0.41648205013901224,0.5600000000000004
Iceland,68,0.06387885681420356,0.06458344405575311,0.3600000000000002
India,139,0.9261691570014815,0.9250946647654031,0.28000000000000014
Indonesia,148,1.3083108746662195,1.3050572478645948,0.3300000000000002
Iran,158,7.810512366410139,7.691637210606448,0.5900000000000004
Iraq,110,0.1568670017716521,0.15776624579291162,0.20000000000000004
Ireland,114,1.3708789701888757,1.3850646338862784,0.18000000000000002
Israel,135,1.609943593581349,1.6078309384935534,0.29000000000000015
Italy,163,18.001082743444247,11.300285598000636,0.24000000000000007
Jamaica,113,0.2327151052905132,0.23295891275684547,0.28000000000000014
Japan,160,0.5552878608488571,0.5547196368280506,0.28000000000000014
Jordan,54,0.204110238666987,0.18648334133460176,0.3200000000000002
Kazakhstan,126,0.4935848301252183,0.4867144289250975,0.3400000000000002
Kenya,86,0.29111030069808835,0.29164694097581995,0.3600000000000002
"Korea, South",90,4.3211949893782,4.340697976395814,0.21000000000000005
Kosovo,79,0.18258582217351807,0.18376732718033417,0.5500000000000004
Kuwait,202,0.1839125866668318,0.1847795949634956,0.41000000000000025
Kyrgyzstan,74,0.06697638111936957,0.06928000073383436,0.4700000000000003
Laos,-1,-1,-1,-1
Latvia,85,0.380895060110505,0.38659314554224783,0.30000000000000016
Lebanon,119,0.18862681474741397,0.1893683972690144,0.6300000000000004
Liberia,8891,0.7151176001672699,0.7114150798086795,0.5500000000000004
Libya,-187396705,0.5770752297934991,0.5838240248432766,0.6000000000000004
Liechtenstein,34,0.04789798961743926,0.04792312463264268,0.28000000000000014
Lithuania,72,0.7106790828910083,0.7143134226250135,0.6300000000000004
Luxembourg,63,1.0603348164424267,1.0833426451439645,0.15
MS Zaandam,-1,-1,-1,-1
Madagascar,-319410933,0.9960492387183546,0.9862634090871938,0.5800000000000004
Malawi,3,0.03883781568227707,0.035498967909970286,0.28000000000000014
Malaysia,122,0.932138183850331,0.934695775130394,0.5000000000000003
Maldives,182,0.13839064302892412,0.13926354711521627,0.39000000000000024
Mali,92,0.06448360775366342,0.06521512703207215,0.4800000000000003
Malta,93,0.11716686981634361,0.1222984688651039,0.19000000000000003
Mauritania,-1,-1,-1,-1
Mauritius,40,0.06048934984047607,0.05956787069076753,0.20000000000000004
Mexico,162,1.3516947895851337,1.331787169385133,0.4400000000000003
Moldova,94,0.31585179951107234,0.3124682395300286,0.6100000000000004
Monaco,39,0.04414884727164763,0.04386657555302999,0.6500000000000005
Mongolia,44,0.019931772554558486,0.020480398077480724,0.27000000000000013
Montenegro,46,0.11328210533060196,0.11310773740978887,0.5700000000000004
Morocco,107,0.6088650456946664,0.6102152974133646,0.6600000000000005
Mozambique,66,0.10677469845103506,0.1093795708938318,0.27000000000000013
Namibia,-1,-1,-1,-1
Nepal,36,0.06284599440997003,0.06965969928228931,0.39000000000000024
Netherlands,137,3.7160954815872014,3.682702967361587,0.3400000000000002
New Zealand,49,0.2808652629014376,0.27993585018347145,0.43000000000000027
Nicaragua,-1,-1,-1,-1
Niger,38,0.25507069709260194,0.24525121880750345,0.27000000000000013
Nigeria,378,0.2091309828640769,0.20663598577841205,0.6100000000000004
North Macedonia,84,0.27320852899949755,0.2724853111596494,0.5800000000000004
Norway,100,1.5726765171712047,1.6306997296495307,0.3300000000000002
Oman,104,0.13548570989217862,0.1358457498259491,0.4700000000000003
Pakistan,185,3.813680362537186,3.8417209903660794,0.4800000000000003
Panama,116,1.2224546479121112,1.2288755078055678,0.40000000000000024
Papua New Guinea,-1,-1,-1,-1
Paraguay,-473346526,1.5936682694265853,1.5891243400217128,0.6700000000000005
Peru,148,1.4839411987173226,1.4944174487053836,0.28000000000000014
Philippines,109,1.5508627666372778,1.5702836295335267,0.4400000000000003
Poland,111,1.7088771294769765,1.6899180584472921,0.28000000000000014
Portugal,106,3.6838997347441285,3.6723866683849824,0.3700000000000002
Qatar,162,0.7537327467901387,0.22756959529095272,0.5600000000000004
Romania,116,1.27670248559722,1.2907369229198762,0.5500000000000004
Russia,121,1.0395692543067319,1.0419888533423722,0.3700000000000002
Rwanda,-529645819,0.7404948779978053,0.7409181604041147,0.39000000000000024
Saint Kitts and Nevis,-1,-1,-1,-1
Saint Lucia,-1,-1,-1,-1
Saint Vincent and the Grenadines,-1,-1,-1,-1
San Marino,152,0.4420261065410854,0.43739645935080745,0.6300000000000004
Sao Tome and Principe,-1,-1,-1,-1
Saudi Arabia,164,0.8342016651388467,0.8642849872693991,0.39000000000000024
Senegal,514,0.29444474243835617,0.2928243494207633,0.6200000000000004
Serbia,98,0.3888732560599712,0.38906426408063427,0.41000000000000025
Seychelles,-1,-1,-1,-1
Sierra Leone,-97154519,0.839420402607928,0.8387969794248932,0.4700000000000003
Singapore,142,0.7357299149784057,0.733245339709985,0.20000000000000004
Slovakia,102,0.20653457246285406,0.20872528207781177,0.18000000000000002
Slovenia,202,4.4773463291437805,4.1221060143236965,0.21000000000000005
Somalia,39,0.14155742491375248,0.13697783746450254,0.4400000000000003
South Africa,179,1.9661232596250175,1.946524382847393,0.6700000000000005
South Sudan,-1,-1,-1,-1
Spain,118,7.635301215600077,7.694833264218057,0.6200000000000004
Sri Lanka,573,0.19601937515517273,0.19559178624517776,0.6000000000000004
Sudan,55,0.16639027804938855,0.16432447533340241,0.6200000000000004
Suriname,-1,-1,-1,-1
Sweden,157,2.6959881846499583,2.553567409971117,0.28000000000000014
Switzerland,97,2.066481072499174,2.0663715896523573,0.4800000000000003
Syria,-195962672,0.2329013703027631,0.23352215622506656,0.6900000000000005
Taiwan,83,0.4234094777086647,0.4199704996969508,0.24000000000000007
Tajikistan,-1,-1,-1,-1
Tanzania,2606,3.4180889821742375,3.417125140596072,0.4600000000000003
Thailand,109,0.5826524619245466,0.5822945637236617,0.28000000000000014
Timor-Leste,8,0.009161673288957464,0.008856404016086892,0.39000000000000024
Togo,61,0.09008531169131914,0.08719001363688811,0.3800000000000002
Trinidad and Tobago,41,0.027599048014762706,0.025048678580720893,0.6900000000000005
Tunisia,78,0.46722678076037,0.4593371695676448,0.2500000000000001
Turkey,11,1.8001791655169588,2.158795991786154,0.5500000000000004
US,175,24.834472741446927,24.835622359806287,0.43000000000000027
Uganda,-213655854,0.3980341188876646,0.4020568118211285,0.30000000000000016
Ukraine,108,0.9444194358555351,0.9535835071958811,0.5900000000000004
United Arab Emirates,134,0.3825784224164753,0.3825835486492861,0.5000000000000003
United Kingdom,132,3.970149162338142,3.971483533258053,0.6700000000000005
Uruguay,125,2.3767838682475593,2.3648226971169497,0.2600000000000001
Uzbekistan,67,0.12188332214419842,0.12424331340287374,0.3500000000000002
Venezuela,149,0.199448766442654,0.19639813160666889,0.5500000000000004
Vietnam,72,0.07175067796106975,0.07130820957646523,0.4900000000000003
West Bank and Gaza,64,0.28078826099570114,0.2814391823262672,0.4600000000000003
Western Sahara,-1,-1,-1,-1
Yemen,-1,-1,-1,-1
Zambia,-359780537,0.5045388259546152,0.5032402233654023,0.19000000000000003
Zimbabwe,824,0.0438861038997423,0.04486532743155244,0.5100000000000003
