country,tagged_day_zero,train_error,test_error,suggested_test_size
Afghanistan,147,0.7735971444978875,0.7741347865050319,0.40000000000000024
Albania,109,0.25194929162150603,0.2552854609769082,0.24000000000000007
Algeria,138,1.4967773920719476,1.4870343125894816,0.31000000000000016
Andorra,60,0.22821889968530865,0.22947784768380178,0.4800000000000003
Angola,842,0.06552582491451558,0.06540378431700263,0.4700000000000003
Antigua and Barbuda,60,0.020611963943939254,0.020801520755157905,0.43000000000000027
Argentina,131,1.3878597254620113,1.4050785565279602,0.42000000000000026
Armenia,168,1.1124656422388888,0.9218072245282981,0.29000000000000015
Australia,67,0.1648284326883788,0.16384214344367537,0.6100000000000004
Austria,78,1.3810421390608585,1.3461480775777037,0.3500000000000002
Azerbaijan,78,0.18759690106695048,0.18851584101498745,0.31000000000000016
Bahamas,74,0.05076049802761392,0.051183656143279924,0.2500000000000001
Bahrain,195,0.20898135724793124,0.20792909693643646,0.20000000000000004
Bangladesh,91,0.48706071549875424,0.4835866924902761,0.5200000000000004
Barbados,-1360610939,0.5480287425480822,0.546048651414701,0.6700000000000005
Belarus,116,0.8140564432354263,0.813968436898215,0.22000000000000006
Belgium,132,3.117536725721798,2.9095237588106544,0.20000000000000004
Belize,-1,-1,-1,-1
Benin,-168739509,0.3574081933027093,0.3570694445797194,0.5700000000000004
Bhutan,-1,-1,-1,-1
Bolivia,121,0.2002370304560432,0.2011240757657386,0.4700000000000003
Bosnia and Herzegovina,98,0.6373102092260312,0.656226161810703,0.3800000000000002
Botswana,35,0.05212533132610829,0.05257734657359187,0.6600000000000005
Brazil,202,10.16523961313251,9.990306336275081,0.3500000000000002
Brunei,43,0.023567874858687946,0.022211526030281488,0.24000000000000007
Bulgaria,224,0.8268359422135518,0.7832875661765666,0.15
Burkina Faso,67,0.3762230625032317,0.2999749262811946,0.28000000000000014
Burma,38,0.20929011986557938,0.2121212901957575,0.30000000000000016
Burundi,-1,-1,-1,-1
Cabo Verde,-160820388,0.35892757967420813,0.3590400068419316,0.16
Cambodia,-354305726,0.5756750567821152,0.5706326068732415,0.4800000000000003
Cameroon,133,1.3339252487547262,1.3132651982104517,0.6000000000000004
Canada,151,5.175914856241949,5.19237325008294,0.5700000000000004
Central African Republic,-1,-1,-1,-1
Chad,-114648916,0.4435525937488681,0.44344236807441834,0.6400000000000005
Chile,163,5.239494708478962,5.269642342322112,0.4700000000000003
China,69,0.2984722833938876,0.29849709702587324,0.4500000000000003
Colombia,148,1.7666582432289843,1.767337336970162,0.31000000000000016
Comoros,-1,-1,-1,-1
Congo (Brazzaville),53,0.19218171739292936,0.18904676230726356,0.5600000000000004
Congo (Kinshasa),178,0.31488702429797794,0.31801400291583487,0.4600000000000003
Costa Rica,78,0.3083426669702715,0.30238431827582174,0.24000000000000007
Cote d'Ivoire,98,0.36331372679099255,0.12173794246920716,0.19000000000000003
Croatia,75,0.4220174244378901,0.41219900085700295,0.5700000000000004
Cuba,84,0.33335965568318376,0.3401200405105924,0.21000000000000005
Cyprus,68,0.06649401910157146,0.06655859437858658,0.27000000000000013
Czechia,127,1.189803503488789,1.2107476463827413,0.6000000000000004
Denmark,128,2.5544433676498297,2.5155329848291883,0.3300000000000002
Diamond Princess,39,0.06796518241073983,0.06895238110432189,0.5200000000000004
Djibouti,43,0.32326733197148405,0.3212806312104049,0.5000000000000003
Dominica,-1,-1,-1,-1
Dominican Republic,112,2.2771453853147587,2.2815446324722854,0.42000000000000026
Ecuador,151,2.7443164839516765,2.6104056510883575,0.28000000000000014
Egypt,171,0.4431872805630363,0.4445400290485774,0.30000000000000016
El Salvador,131,0.19170929285095314,0.1895001985972581,0.4600000000000003
Equatorial Guinea,36,0.3415725035670597,0.3463435896757627,0.2600000000000001
Eritrea,28,0.04531013240621259,0.045705800733425346,0.27000000000000013
Estonia,224,2.4706563565244894,2.5664033430524804,0.6400000000000005
Eswatini,-115705738,0.82299599950297,0.813227071038693,0.6000000000000004
Ethiopia,73,0.03135060320767778,0.030397334238544918,0.6300000000000004
Fiji,-1,-1,-1,-1
Finland,138,1.3476210027237734,1.3527103146873167,0.5700000000000004
France,133,3.4392250366280552,3.43828036752593,0.6300000000000004
Gabon,94,0.11511505544029368,0.11435566935763772,0.4500000000000003
Gambia,-1,-1,-1,-1
Georgia,110,0.04646908147792025,0.046736285857258614,0.5500000000000004
Germany,124,5.183485595962826,5.18815937465659,0.4600000000000003
Ghana,106,0.2699738046461972,0.27110571637742475,0.6300000000000004
Greece,118,0.3546243554171496,0.34631759571392307,0.31000000000000016
Grenada,-1,-1,-1,-1
Guatemala,109,0.11357305023279715,0.1146188947378158,0.24000000000000007
Guinea,101,0.5198092183734722,0.5166712932088746,0.21000000000000005
Guinea-Bissau,224,0.5497212256618876,0.5506324769150962,0.6000000000000004
Guyana,63,0.2305962588681728,0.2178154677010726,0.6900000000000005
Haiti,72,0.07535164569953713,0.07017995842584979,0.5500000000000004
Holy See,-1,-1,-1,-1
Honduras,100,0.7207614399653092,0.7252565667700968,0.5100000000000003
Hungary,114,0.5038836238756997,0.5009276481594651,0.6100000000000004
Iceland,72,0.06086071444013242,0.05941215259642438,0.4400000000000003
India,144,0.9858414920151689,0.9861682678869512,0.5500000000000004
Indonesia,162,1.0804130078288663,1.1173865903714233,0.6300000000000004
Iran,151,8.042314922647543,8.395428696050967,0.2600000000000001
Iraq,100,0.07777446705950415,0.07790825814573074,0.5600000000000004
Ireland,113,1.5023462310072688,1.49665651069912,0.2500000000000001
Israel,114,1.5828520664212091,1.5819836778855256,0.18000000000000002
Italy,169,16.761475883487698,12.956261645327837,0.16
Jamaica,109,0.22144729558455947,0.22173698140879639,0.4900000000000003
Japan,164,0.561456540635909,0.5614595270752885,0.4600000000000003
Jordan,53,0.1751142259625898,0.16208916077593208,0.18000000000000002
Kazakhstan,145,0.6271020536233554,0.6278757404579158,0.3700000000000002
Kenya,92,0.19410304183876306,0.19564351839895858,0.5000000000000003
"Korea, South",97,5.968420624611631,5.9444174530778255,0.6800000000000005
Kosovo,78,0.1818554054849782,0.18389151726962313,0.5800000000000004
Kuwait,209,0.18871680525010848,0.18819373362391792,0.42000000000000026
