country,tagged_day_zero,train_error,test_error,suggested_test_size
Afghanistan,209,0.9547078871310232,0.9562253252526306,0.5900000000000004
Albania,118,0.2099757362884241,0.21925197879624717,0.6500000000000005
Algeria,147,1.7761671191728172,1.7733138441461604,0.5400000000000004
Andorra,90,0.2168719149251412,0.21654125554642958,0.30000000000000016
Angola,915,0.05641767864982209,0.05701190878786921,0.18000000000000002
Antigua and Barbuda,26,0.018215510964949676,0.018266519875011437,0.40000000000000024
Argentina,147,1.64738001057485,1.648608835794087,0.43000000000000027
Armenia,234,1.1552906156292997,1.1389819254298377,0.15
Australia,71,0.14176132906090483,0.141765449626638,0.5800000000000004
Austria,76,1.2496563033291723,1.2564933810088872,0.5100000000000003
Azerbaijan,92,0.5070435782249736,0.5086909489386425,0.18000000000000002
Bahamas,74,0.05357303693515367,0.050653876555400434,0.41000000000000025
Bahrain,191,0.2320292528093122,0.2373985992046389,0.3600000000000002
Bangladesh,126,1.2243496571927632,1.221623844022598,0.6300000000000004
Barbados,-333795467,0.4782127099967412,0.47565183956117313,0.2500000000000001
Belarus,124,0.793589163220754,0.8124700551809347,0.5700000000000004
Belgium,127,3.227892539419703,3.662369002590245,0.15
Belize,-1,-1,-1,-1
Benin,580,0.11564464947212547,0.11505344128435958,0.5100000000000003
Bhutan,-1,-1,-1,-1
Bolivia,172,0.2699304404461585,0.27277712304194596,0.6800000000000005
Bosnia and Herzegovina,111,0.8360332867530352,0.8366760785375109,0.2500000000000001
Botswana,13,0.016011242312228613,0.017645008637191994,0.4700000000000003
Brazil,211,9.189336266416365,9.358671394327175,0.5400000000000004
Brunei,40,0.021278137955825994,0.021360462981623852,0.18000000000000002
Bulgaria,183,0.743779174688827,0.7120968092806096,0.22000000000000006
Burkina Faso,69,0.38116199066468026,0.3265714572205693,0.18000000000000002
Burma,41,0.18705757551986402,0.18562243961976588,0.3700000000000002
Burundi,-1,-1,-1,-1
Cabo Verde,463,0.06063651130403496,0.06518552796966241,0.31000000000000016
Cambodia,28,0.05721803912778085,0.06138483423762818,0.31000000000000016
Cameroon,148,1.1519471160429429,1.1371133377936407,0.24000000000000007
Canada,160,5.78504537752554,5.777047235792272,0.5700000000000004
Central African Republic,-37867582,0.24167506700112723,0.24641581390661957,0.5400000000000004
Chad,286,0.23948113211033914,0.2318158928175023,0.6200000000000004
Chile,232,7.551681188919637,7.471543083206899,0.5500000000000004
China,77,0.3999141355065658,0.3938072725355986,0.5300000000000004
Colombia,192,2.4732697418121123,2.4801446826271403,0.41000000000000025
Comoros,-1,-1,-1,-1
Congo (Brazzaville),62,0.1780479540325793,0.18078390793905377,0.6700000000000005
Congo (Kinshasa),213,0.33725757693581077,0.339333118026537,0.3800000000000002
Costa Rica,72,0.2811738549197465,0.2803489480215696,0.4700000000000003
Cote d'Ivoire,100,0.38449225644718527,0.12347704236776788,0.19000000000000003
Croatia,88,0.5106740906544749,0.5251025453255791,0.3700000000000002
Cuba,96,0.36523933051580854,0.34836102436401856,0.18000000000000002
Cyprus,78,0.06654261422266085,0.06550344704425418,0.3800000000000002
Czechia,93,1.375273938066686,1.3474354314169612,0.2500000000000001
Denmark,139,2.906234056396379,2.9537833553105344,0.3500000000000002
Diamond Princess,27,0.1052808015556884,0.10643375785616191,0.4900000000000003
Djibouti,41,0.24954082499753474,0.2512710660586632,0.15
Dominica,-1,-1,-1,-1
Dominican Republic,143,2.7868278696103896,2.8230503370412983,0.6000000000000004
Ecuador,162,3.1490157054240444,3.128569238722393,0.4500000000000003
Egypt,183,0.5841863284030657,0.5861840307269903,0.27000000000000013
El Salvador,444,0.2418338863972626,0.23956756542398566,0.23000000000000007
Equatorial Guinea,37,0.2798288273282984,0.28678227658711675,0.29000000000000015
Eritrea,28,0.04102681017643297,0.04000805449432355,0.27000000000000013
Estonia,268,2.522392565792519,2.5191123684633117,0.2600000000000001
Eswatini,32,0.15050876112203068,0.15110317576512283,0.5400000000000004
Ethiopia,69,0.07574576972069248,0.07576323414818022,0.3400000000000002
Fiji,-1,-1,-1,-1
Finland,138,1.494593296994637,1.4614715206287765,0.40000000000000024
France,136,3.2524828155225145,3.326252769138685,0.4700000000000003
Gabon,119,0.12895108297768074,0.1285945185222712,0.3600000000000002
Gambia,-1,-1,-1,-1
Georgia,117,0.048888672278561245,0.048802211347468205,0.6500000000000005
Germany,128,6.7007140894748884,6.707010163073327,0.19000000000000003
Ghana,151,0.4711185690507791,0.46599349936885437,0.41000000000000025
Greece,101,0.483440460225152,0.4844711301300763,0.6800000000000005
Grenada,-1,-1,-1,-1
Guatemala,133,0.09784670785516632,0.09820466861181225,0.43000000000000027
Guinea,105,0.39920260543957153,0.3999146390467172,0.27000000000000013
Guinea-Bissau,188,0.5635382851071075,0.5715496894646012,0.6400000000000005
Guyana,59,0.279888028640888,0.2730920257234716,0.3200000000000002
Haiti,92,0.07334285984732768,0.07345011903520672,0.6800000000000005
Holy See,-1,-1,-1,-1
Honduras,580,0.6758860990598643,0.673338659439213,0.3400000000000002
Hungary,108,0.44882593847554275,0.4441548121450083,0.20000000000000004
Iceland,68,0.05670954228544925,0.05640098629166116,0.5100000000000003
India,172,2.3485743399773167,2.3622758543239852,0.5000000000000003
Indonesia,132,1.289833403487768,1.2335218944866773,0.6500000000000005
Iran,173,9.395842296455035,8.765811316979029,0.27000000000000013
Iraq,144,0.5950582419553493,0.599450727861853,0.31000000000000016
Ireland,112,1.488013640529736,1.4995925809520632,0.15
Israel,114,1.8257174192469883,1.8512589350710598,0.2500000000000001
Italy,161,17.437180858153017,14.00479037806455,0.15
Jamaica,83,0.3064144523845523,0.3061494449079201,0.5400000000000004
Japan,154,0.5543789199729362,0.5554511732570871,0.2500000000000001
Jordan,67,0.192908665380391,0.18354788560527496,0.19000000000000003
Kazakhstan,153,0.654984262336461,0.6487644102437039,0.43000000000000027
Kenya,146,0.43440002154792884,0.43005398865224576,0.5600000000000004
"Korea, South",92,4.5295229837681985,4.543735451181898,0.30000000000000016
Kosovo,212,1.8853874231347836,1.885328418444097,0.6600000000000005
Kuwait,222,0.20021483574476615,0.2002244082603071,0.5000000000000003
Kyrgyzstan,96,0.0769575069832186,0.07546671354890688,0.6000000000000004
Laos,-1,-1,-1,-1
Latvia,82,0.3913674187554917,0.42006772371680784,0.6800000000000005
Lebanon,77,0.24199870007091664,0.24182397436038186,0.22000000000000006
Liberia,-201550503,0.8834165679701496,0.881598021570347,0.3400000000000002
Libya,26,0.10552793605757482,0.10613011246589824,0.3700000000000002
Liechtenstein,34,0.044732275447050676,0.04453931159705682,0.3600000000000002
Lithuania,101,0.7153999229659814,0.7130041741234838,0.28000000000000014
Luxembourg,261,15.158333437428453,15.168165832488036,0.4800000000000003
MS Zaandam,-1,-1,-1,-1
Madagascar,47,0.09698675581227087,0.09565520797756139,0.6800000000000005
Malawi,15,0.06182649377416266,0.061811985752928525,0.6000000000000004
Malaysia,149,1.3874583126248619,1.404683245823794,0.29000000000000015
Maldives,53,0.19500396014646065,0.19681911392429427,0.3200000000000002
Mali,84,0.05635451057268785,0.05659397592492415,0.5300000000000004
Malta,73,0.11930137281085886,0.11752468391181978,0.18000000000000002
Mauritania,-1,-1,-1,-1
Mauritius,37,0.06126285386234971,0.060258883237716554,0.3200000000000002
Mexico,167,1.403220124475997,1.4410572187167814,0.3500000000000002
Moldova,117,0.748034296964462,0.7377202259826432,0.17
Monaco,40,0.039493967683980676,0.043223785662258554,0.6800000000000005
Mongolia,40,0.01857381807968027,0.018172287959670293,0.19000000000000003
Montenegro,47,0.09185693249134698,0.09167900904063223,0.5700000000000004
Morocco,121,0.7390504026120001,0.7413140592741012,0.22000000000000006
Mozambique,-102774630,0.6964154287444014,0.7043281062042556,0.2600000000000001
Namibia,-1,-1,-1,-1
Nepal,472,0.09397299973384218,0.09490759964684092,0.5500000000000004
Netherlands,130,3.489302668365018,3.6158461029927333,0.28000000000000014
New Zealand,57,0.38569578839258545,0.3890637368664603,0.24000000000000007
Nicaragua,-1,-1,-1,-1
Niger,39,0.3249234489447484,0.3299203486164291,0.29000000000000015
Nigeria,180,0.18938972675010513,0.18705421946098796,0.15
North Macedonia,88,0.28909287447021126,0.2881515305579432,0.27000000000000013
Norway,118,1.8533629770499258,1.8350375556804923,0.39000000000000024
Oman,105,0.09483103625511648,0.09425265259899844,0.3500000000000002
Pakistan,204,4.2789431589639255,4.2813875306901314,0.41000000000000025
Panama,134,1.522124586445452,1.5411471871764013,0.16
Papua New Guinea,-1,-1,-1,-1
Paraguay,601,0.28698172329939814,0.27973231205236165,0.3300000000000002
Peru,167,2.109716052620734,2.09947322260722,0.31000000000000016
Philippines,137,1.829752902002484,1.827407048171408,0.41000000000000025
Poland,134,2.0283104464567536,2.059794585491952,0.6000000000000004
Portugal,121,4.184366428824633,4.21867857674509,0.4700000000000003
Qatar,-1,-1,-1,10
Romania,130,1.9664633691121731,1.9388581355568768,0.18000000000000002
Russia,150,3.081316046036639,3.0209337914893015,0.6800000000000005
Rwanda,225,0.12059714472771829,0.11952134196768853,0.6700000000000005
Saint Kitts and Nevis,-1,-1,-1,-1
Saint Lucia,-1,-1,-1,-1
Saint Vincent and the Grenadines,-1,-1,-1,-1
San Marino,159,0.342368927595608,0.3411127944379451,0.6900000000000005
Sao Tome and Principe,-1,-1,-1,-1
Saudi Arabia,156,0.9109061040538929,0.9121232650650644,0.5600000000000004
Senegal,487,0.24216634970813683,0.24223512878324846,0.5600000000000004
Serbia,102,0.46841302468187,0.4833860462277004,0.2600000000000001
Seychelles,-1,-1,-1,-1
Sierra Leone,93,0.10638542494741705,0.10823112455568305,0.4800000000000003
Singapore,152,0.6992551686091313,0.6999735519740001,0.5400000000000004
Slovakia,97,0.12511199782283264,0.13355534803227062,0.6700000000000005
Slovenia,82,0.27768686077469557,0.4457301888842224,0.5900000000000004
Somalia,75,0.35748377443470986,0.3560202679893952,0.6000000000000004
South Africa,293,2.858686745810721,2.842553036130863,0.3800000000000002
South Sudan,313,0.09313757296383135,0.09365519265642343,0.6100000000000004
Spain,139,8.291636035519629,8.219589182465246,0.4900000000000003
Sri Lanka,223,0.1735598247843097,0.17405968258530227,0.21000000000000005
Sudan,79,0.21088960691866834,0.23402632909656232,0.6400000000000005
Suriname,-1,-1,-1,-1
Sweden,175,2.90047598250112,2.907138981489317,0.29000000000000015
Switzerland,99,2.298313771324959,2.275226823539475,0.6800000000000005
Syria,21,0.03375747116061495,0.03448588718731614,0.21000000000000005
Taiwan,82,0.3814651772544373,0.38921252715089527,0.27000000000000013
Tajikistan,-1,-1,-1,-1
Tanzania,59,0.3004176210714126,0.29849792978834694,0.3300000000000002
Thailand,123,0.5518511096761576,0.5558485211321982,0.3500000000000002
Timor-Leste,9,0.007350365050367434,0.00715228584067619,0.2600000000000001
Togo,-203074691,0.9464703147836244,0.9469738116773831,0.29000000000000015
Trinidad and Tobago,37,0.025544679402244457,0.025035031324233657,0.5800000000000004
Tunisia,76,0.5012359300706702,0.5046502080103421,0.20000000000000004
Turkey,123,7.294436291783682,6.815779369967018,0.23000000000000007
US,177,31.660716781876406,31.63647708314721,0.5300000000000004
Uganda,-289042189,0.4647176988054469,0.4770388616749889,0.27000000000000013
Ukraine,131,1.2920371987493593,1.2556492630534428,0.28000000000000014
United Arab Emirates,157,0.7816382631036832,0.7790039948987091,0.28000000000000014
United Kingdom,168,8.617660849766747,8.903635248604337,0.5300000000000004
Uruguay,100,0.42676029056146225,0.329568969385387,0.2600000000000001
Uzbekistan,71,0.10416353512373674,0.10328707856029556,0.4400000000000003
Venezuela,131,0.15955501282645418,0.1590853318730654,0.40000000000000024
Vietnam,56,0.06795763894557649,0.06952434141250333,0.6200000000000004
West Bank and Gaza,72,0.16456071306317901,0.1642320027409373,0.5200000000000004
Western Sahara,-1,-1,-1,-1
Yemen,-1,-1,-1,-1
