country,tagged_day_zero,train_error,test_error,suggested_test_size
Afghanistan,182,0.9281744422054777,0.9281725737747879,0.6400000000000005
Albania,103,0.22850386959603874,0.22160830188194117,0.6700000000000005
Algeria,161,1.9567736143374257,1.9564264904966011,0.43000000000000027
Andorra,55,0.19526707736490015,0.1974430394852956,0.4700000000000003
Angola,934,0.05919058904525142,0.059145905595821564,0.41000000000000025
Antigua and Barbuda,47,0.01915029554631809,0.019220062503140522,0.3700000000000002
Argentina,139,1.3814485063659232,1.3808679357851963,0.3500000000000002
Armenia,184,1.108819286330219,1.0892054130529674,0.16
Australia,79,0.15564767819348307,0.15744579423522528,0.30000000000000016
Austria,69,0.6198626533516718,0.5720792001318318,0.6700000000000005
Azerbaijan,82,0.3302919427505849,0.33213923486689856,0.22000000000000006
Bahamas,74,0.05073747782377197,0.04901079866242805,0.17
Bahrain,188,0.19639889999072355,0.19563464409064138,0.5700000000000004
Bangladesh,97,0.6305113884402688,0.6235124157975255,0.27000000000000013
Barbados,32,0.049679947928361216,0.05046892503018488,0.27000000000000013
Belarus,120,0.8842622013095455,0.8830771145736999,0.29000000000000015
Belgium,137,3.0608129475097736,3.7596868375107624,0.6500000000000005
Belize,-1,-1,-1,-1
Benin,-117757676,0.5239377129938494,0.5228657813575913,0.15
Bhutan,-1,-1,-1,-1
Bolivia,-444262793,5.934312749506931,5.931717410768833,0.5400000000000004
Bosnia and Herzegovina,99,0.7200509794541965,0.7155837753683003,0.4700000000000003
Botswana,13,0.01929857922972072,0.01872081636999021,0.3700000000000002
Brazil,192,7.437056706659448,7.388941903386322,0.5900000000000004
Brunei,39,0.024030875012772568,0.02280519361468396,0.23000000000000007
Bulgaria,169,0.7079868190543339,0.6808233562030215,0.16
Burkina Faso,73,0.3631604868237206,0.3832880423749095,0.31000000000000016
Burma,119963,1.6308079328758347,1.6304657808833856,0.3200000000000002
Burundi,-1,-1,-1,-1
Cabo Verde,-159415583,0.45157206504645336,0.45778211326542434,0.19000000000000003
Cambodia,26,0.06432934376409104,0.06360816291660282,0.27000000000000013
Cameroon,117,0.9372474796211359,0.8971423139395114,0.6600000000000005
Canada,161,5.640498463222366,5.576933893154002,0.4800000000000003
Central African Republic,-1,-1,-1,-1
Chad,341,0.20298061978362528,0.20116186109745496,0.21000000000000005
Chile,165,4.971693221340908,5.002096581076975,0.5100000000000003
China,75,0.3695961630756599,0.3485274271499654,0.30000000000000016
Colombia,165,2.022703031943235,2.080615560868431,0.3600000000000002
Comoros,-1,-1,-1,-1
Congo (Brazzaville),48,0.16593625499092796,0.16117186446556647,0.27000000000000013
Congo (Kinshasa),212,0.3499705438884921,0.34949736535710607,0.30000000000000016
Costa Rica,71,0.3588023024172418,0.3582318926977108,0.40000000000000024
Cote d'Ivoire,81,0.3178633036943445,0.08597388942826417,0.3800000000000002
Croatia,81,0.5458410542430554,0.5506060285817355,0.6700000000000005
Cuba,100,0.2951349402921904,0.27659003391286563,0.3300000000000002
Cyprus,67,0.057116784674158746,0.05842462445678766,0.4400000000000003
Czechia,89,1.4568265222530574,1.442652341954046,0.4900000000000003
Denmark,170,2.6839675162576024,2.795830171114081,0.42000000000000026
Diamond Princess,28,0.10204714263790707,0.10058249938324176,0.4900000000000003
Djibouti,40,0.2698399626898477,0.26953732765186844,0.5500000000000004
Dominica,-1,-1,-1,-1
Dominican Republic,126,2.814086719006108,2.871217409942272,0.41000000000000025
Ecuador,421,3.405550178811403,3.4612448553191544,0.5900000000000004
Egypt,158,0.439580433569508,0.43813043732281803,0.40000000000000024
El Salvador,239,0.24168711466229337,0.24097158569529628,0.16
Equatorial Guinea,25,0.5490732521231464,0.551343717216449,0.4800000000000003
Eritrea,20,0.042198679602382716,0.04209854281358383,0.6200000000000004
Estonia,2424,2.463299448708536,2.5221839595520636,0.39000000000000024
Eswatini,39,0.10063940588852364,0.12713170581554795,0.5900000000000004
Ethiopia,58,0.029122902545937687,0.029437286354703565,0.39000000000000024
Fiji,-1,-1,-1,-1
Finland,126,1.4311368816602301,1.406150075011808,0.4400000000000003
France,128,2.8387745014837407,2.862244712320016,0.2600000000000001
Gabon,95,0.10962010447366867,0.11327268553293632,0.17
Gambia,-1,-1,-1,-1
Georgia,112,0.04435600212596415,0.04422548888970604,0.4400000000000003
Germany,120,6.278906691340353,6.22603945507749,0.17
Ghana,167,0.45366876235292236,0.464792763972066,0.39000000000000024
Greece,104,0.4403996178822551,0.4510422423738858,0.22000000000000006
Grenada,-1,-1,-1,-1
Guatemala,100,0.10442147972867959,0.1071366318299094,0.22000000000000006
