country,tagged_day_zero,train_error,test_error,suggested_test_size
Afghanistan,196,0.9835479502637285,0.9818949484682983,0.21000000000000005
Albania,117,0.2952599719645505,0.2855981888047291,0.2600000000000001
Algeria,155,1.4289625972161157,1.4620989262843094,0.5200000000000004
Andorra,65,0.220505222593408,0.2199491072847163,0.4800000000000003
Angola,1000,0.0583796537763704,0.05844266564961425,0.27000000000000013
Antigua and Barbuda,45,0.01906546126600937,0.01927687053555884,0.5800000000000004
Argentina,135,1.11020419830951,1.064711775248639,0.6300000000000004
Armenia,201,1.0431487958917824,0.9435124540923097,0.16
Australia,70,0.15927876943960312,0.1590115776146561,0.4800000000000003
Austria,80,1.4368199766496934,1.4461666249323313,0.3500000000000002
Azerbaijan,72,0.16900912499021825,0.16094991557297825,0.5300000000000004
Bahamas,81,0.049753521522212546,0.050315195938073404,0.6300000000000004
Bahrain,220,0.28421439482667893,0.2820235976166954,0.41000000000000025
Bangladesh,104,0.7559351397201669,0.7439926760870673,0.41000000000000025
Barbados,2061,0.49400689996670294,0.4936431435242141,0.41000000000000025
Belarus,133,1.0116473507443529,1.020778510817025,0.3200000000000002
Belgium,125,3.3996582984069104,3.046672009211252,0.22000000000000006
Belize,-1,-1,-1,-1
Benin,616,0.1063296165037938,0.10627959485127446,0.5000000000000003
Bhutan,-1,-1,-1,-1
Bolivia,371,0.40738622289834847,0.4120918403109316,0.21000000000000005
Bosnia and Herzegovina,102,0.7995962156984947,0.7930617605068453,0.3500000000000002
Botswana,13,0.01733321896931254,0.01768046487370452,0.16
Brazil,201,10.02026099308054,10.079414595794047,0.5500000000000004
Brunei,36,0.021480872187063477,0.022076521888421154,0.4600000000000003
Bulgaria,188,0.8216677119557508,0.8364725805056835,0.3700000000000002
Burkina Faso,80,0.36621936853774856,0.32800876871667045,0.3700000000000002
Burma,39,0.19937149504978335,0.20330234539757117,0.42000000000000026
Burundi,-1,-1,-1,-1
Cabo Verde,454,0.06302794979329204,0.058451417621029574,0.5000000000000003
Cambodia,24,0.05360496449422392,0.059405155923158974,0.22000000000000006
Cameroon,123,1.0796928490199822,1.0934611505407228,0.23000000000000007
