country,tagged_day_zero,train_error,test_error,suggested_test_size,a,b,c
Afghanistan,-1,-1,-1,-1,-1,-1,-1
Albania,-1,-1,-1,-1,-1,-1,-1
Algeria,-1,-1,-1,-1,-1,-1,-1
Andorra,-1,-1,-1,-1,-1,-1,-1
Angola,-1,-1,-1,-1,-1,-1,-1
Antigua and Barbuda,-1,-1,-1,-1,-1,-1,-1
Argentina,-1,-1,-1,-1,-1,-1,-1
Armenia,-1,-1,-1,-1,-1,-1,-1
Australia,-1,-1,-1,-1,-1,-1,-1
Austria,-1,-1,-1,-1,-1,-1,-1
Azerbaijan,-1,-1,-1,-1,-1,-1,-1
Bahamas,-1,-1,-1,-1,-1,-1,-1
Bahrain,-1,-1,-1,-1,-1,-1,-1
Bangladesh,-1,-1,-1,-1,-1,-1,-1
Barbados,-1,-1,-1,-1,-1,-1,-1
Belarus,-1,-1,-1,-1,-1,-1,-1
Belgium,-1,-1,-1,-1,-1,-1,-1
Belize,-1,-1,-1,-1,-1,-1,-1
Benin,-1,-1,-1,-1,-1,-1,-1
Bhutan,-1,-1,-1,-1,-1,-1,-1
Bolivia,-1,-1,-1,-1,-1,-1,-1
Bosnia and Herzegovina,-1,-1,-1,-1,-1,-1,-1
Botswana,-1,-1,-1,-1,-1,-1,-1
Brazil,-1,-1,-1,-1,-1,-1,-1
Brunei,-1,-1,-1,-1,-1,-1,-1
Bulgaria,-1,-1,-1,-1,-1,-1,-1
Burkina Faso,-1,-1,-1,-1,-1,-1,-1
Burma,-1,-1,-1,-1,-1,-1,-1
Burundi,-1,-1,-1,-1,-1,-1,-1
Cabo Verde,-1,-1,-1,-1,-1,-1,-1
Cambodia,-1,-1,-1,-1,-1,-1,-1
Cameroon,-1,-1,-1,-1,-1,-1,-1
Canada,-1,-1,-1,-1,-1,-1,-1
Central African Republic,-1,-1,-1,-1,-1,-1,-1
Chad,-1,-1,-1,-1,-1,-1,-1
Chile,-1,-1,-1,-1,-1,-1,-1
China,-1,-1,-1,-1,-1,-1,-1
Colombia,-1,-1,-1,-1,-1,-1,-1
Comoros,-1,-1,-1,-1,-1,-1,-1
Congo (Brazzaville),-1,-1,-1,-1,-1,-1,-1
Congo (Kinshasa),-1,-1,-1,-1,-1,-1,-1
Costa Rica,-1,-1,-1,-1,-1,-1,-1
Cote d'Ivoire,-1,-1,-1,-1,-1,-1,-1
Croatia,-1,-1,-1,-1,-1,-1,-1
Cuba,-1,-1,-1,-1,-1,-1,-1
Cyprus,-1,-1,-1,-1,-1,-1,-1
Czechia,-1,-1,-1,-1,-1,-1,-1
Denmark,-1,-1,-1,-1,-1,-1,-1
Diamond Princess,-1,-1,-1,-1,-1,-1,-1
Djibouti,-1,-1,-1,-1,-1,-1,-1
Dominica,-1,-1,-1,-1,-1,-1,-1
Dominican Republic,-1,-1,-1,-1,-1,-1,-1
Ecuador,-1,-1,-1,-1,-1,-1,-1
Egypt,-1,-1,-1,-1,-1,-1,-1
El Salvador,-1,-1,-1,-1,-1,-1,-1
Equatorial Guinea,-1,-1,-1,-1,-1,-1,-1
Eritrea,-1,-1,-1,-1,-1,-1,-1
Estonia,-1,-1,-1,-1,-1,-1,-1
Eswatini,-1,-1,-1,-1,-1,-1,-1
Ethiopia,-1,-1,-1,-1,-1,-1,-1
Fiji,-1,-1,-1,-1,-1,-1,-1
Finland,-1,-1,-1,-1,-1,-1,-1
France,-1,-1,-1,-1,-1,-1,-1
Gabon,-1,-1,-1,-1,-1,-1,-1
Gambia,-1,-1,-1,-1,-1,-1,-1
Georgia,-1,-1,-1,-1,-1,-1,-1
Germany,-1,-1,-1,-1,-1,-1,-1
Ghana,-1,-1,-1,-1,-1,-1,-1
Greece,-1,-1,-1,-1,-1,-1,-1
Grenada,-1,-1,-1,-1,-1,-1,-1
Guatemala,-1,-1,-1,-1,-1,-1,-1
Guinea,-1,-1,-1,-1,-1,-1,-1
Guinea-Bissau,-1,-1,-1,-1,-1,-1,-1
Guyana,-1,-1,-1,-1,-1,-1,-1
Haiti,-1,-1,-1,-1,-1,-1,-1
Holy See,-1,-1,-1,-1,-1,-1,-1
Honduras,-1,-1,-1,-1,-1,-1,-1
Hungary,-1,-1,-1,-1,-1,-1,-1
Iceland,-1,-1,-1,-1,-1,-1,-1
India,-1,-1,-1,-1,-1,-1,-1
Indonesia,-1,-1,-1,-1,-1,-1,-1
Iran,-1,-1,-1,-1,-1,-1,-1
Iraq,-1,-1,-1,-1,-1,-1,-1
Ireland,-1,-1,-1,-1,-1,-1,-1
Israel,-1,-1,-1,-1,-1,-1,-1
Italy,-1,-1,-1,-1,-1,-1,-1
Jamaica,-1,-1,-1,-1,-1,-1,-1
Japan,-1,-1,-1,-1,-1,-1,-1
Jordan,-1,-1,-1,-1,-1,-1,-1
Kazakhstan,-1,-1,-1,-1,-1,-1,-1
Kenya,-1,-1,-1,-1,-1,-1,-1
"Korea, South",-1,-1,-1,-1,-1,-1,-1
Kosovo,-1,-1,-1,-1,-1,-1,-1
Kuwait,-1,-1,-1,-1,-1,-1,-1
Kyrgyzstan,-1,-1,-1,-1,-1,-1,-1
Laos,-1,-1,-1,-1,-1,-1,-1
Latvia,-1,-1,-1,-1,-1,-1,-1
Lebanon,-1,-1,-1,-1,-1,-1,-1
Lesotho,-1,-1,-1,-1,-1,-1,-1
Liberia,-1,-1,-1,-1,-1,-1,-1
Libya,-1,-1,-1,-1,-1,-1,-1
Liechtenstein,-1,-1,-1,-1,-1,-1,-1
Lithuania,-1,-1,-1,-1,-1,-1,-1
Luxembourg,-1,-1,-1,-1,-1,-1,-1
MS Zaandam,-1,-1,-1,-1,-1,-1,-1
Madagascar,-1,-1,-1,-1,-1,-1,-1
Malawi,-1,-1,-1,-1,-1,-1,-1
Malaysia,-1,-1,-1,-1,-1,-1,-1
Maldives,-1,-1,-1,-1,-1,-1,-1
Mali,-1,-1,-1,-1,-1,-1,-1
Malta,-1,-1,-1,-1,-1,-1,-1
Mauritania,-1,-1,-1,-1,-1,-1,-1
Mauritius,-1,-1,-1,-1,-1,-1,-1
Mexico,-1,-1,-1,-1,-1,-1,-1
Moldova,-1,-1,-1,-1,-1,-1,-1
Monaco,-1,-1,-1,-1,-1,-1,-1
Mongolia,-1,-1,-1,-1,-1,-1,-1
Montenegro,-1,-1,-1,-1,-1,-1,-1
Morocco,-1,-1,-1,-1,-1,-1,-1
Mozambique,-1,-1,-1,-1,-1,-1,-1
Namibia,-1,-1,-1,-1,-1,-1,-1
Nepal,-1,-1,-1,-1,-1,-1,-1
Netherlands,-1,-1,-1,-1,-1,-1,-1
New Zealand,-1,-1,-1,-1,-1,-1,-1
Nicaragua,-1,-1,-1,-1,-1,-1,-1
Niger,-1,-1,-1,-1,-1,-1,-1
Nigeria,-1,-1,-1,-1,-1,-1,-1
North Macedonia,-1,-1,-1,-1,-1,-1,-1
Norway,-1,-1,-1,-1,-1,-1,-1
Oman,-1,-1,-1,-1,-1,-1,-1
Pakistan,-1,-1,-1,-1,-1,-1,-1
Panama,-1,-1,-1,-1,-1,-1,-1
Papua New Guinea,-1,-1,-1,-1,-1,-1,-1
Paraguay,-1,-1,-1,-1,-1,-1,-1
Peru,-1,-1,-1,-1,-1,-1,-1
Philippines,-1,-1,-1,-1,-1,-1,-1
Poland,-1,-1,-1,-1,-1,-1,-1
Portugal,-1,-1,-1,-1,-1,-1,-1
Qatar,-1,-1,-1,-1,-1,-1,-1
Romania,-1,-1,-1,-1,-1,-1,-1
Russia,-1,-1,-1,-1,-1,-1,-1
Rwanda,-1,-1,-1,-1,-1,-1,-1
Saint Kitts and Nevis,-1,-1,-1,-1,-1,-1,-1
Saint Lucia,-1,-1,-1,-1,-1,-1,-1
Saint Vincent and the Grenadines,-1,-1,-1,-1,-1,-1,-1
San Marino,-1,-1,-1,-1,-1,-1,-1
Sao Tome and Principe,-1,-1,-1,-1,-1,-1,-1
Saudi Arabia,-1,-1,-1,-1,-1,-1,-1
Senegal,-1,-1,-1,-1,-1,-1,-1
Serbia,-1,-1,-1,-1,-1,-1,-1
Seychelles,-1,-1,-1,-1,-1,-1,-1
Sierra Leone,-1,-1,-1,-1,-1,-1,-1
Singapore,-1,-1,-1,-1,-1,-1,-1
