country,tagged_day_zero,train_error,test_error,suggested_test_size
Afghanistan,462,1.0400369658409276,1.0429123627584413,0.4700000000000003
Albania,112,0.2735880560464956,0.2731662786334551,0.2600000000000001
Algeria,37,0.807197359528343,0.7649842238585999,0.23000000000000007
Andorra,74,0.23401919053229478,0.2394725501681203,0.5000000000000003
Angola,983,0.057118484150717866,0.05740632444087733,0.5400000000000004
Antigua and Barbuda,36,0.0181231691351984,0.018133769901777518,0.2500000000000001
Argentina,145,1.3947943877709021,1.3912099833842402,0.4400000000000003
Armenia,239,1.2216164862641226,1.1787026813601862,0.21000000000000005
Australia,68,0.1436950191245239,0.1461105003508272,0.6600000000000005
Austria,85,1.1564220940253316,1.1675992499096355,0.5500000000000004
Azerbaijan,119,0.6073201384586806,0.5982682568939667,0.6700000000000005
Bahamas,114,0.051559759704155106,0.05402339050106641,0.5500000000000004
Bahrain,196,0.20180099562096704,0.20022056882406666,0.6900000000000005
Bangladesh,104,0.8596421990242779,0.8475011943131546,0.6300000000000004
Barbados,31,0.04386813035383272,0.04226381439137462,0.27000000000000013
Belarus,133,0.9167628338413875,0.9187254712812126,0.15
Belgium,128,3.32028291918245,3.459422582506057,0.19000000000000003
Belize,-1,-1,-1,-1
Benin,641,0.11302234334267944,0.1141166142111875,0.6900000000000005
Bhutan,-1,-1,-1,-1
Bolivia,187,0.3481836690366372,0.3445794429837215,0.4500000000000003
Bosnia and Herzegovina,106,0.7944654611578984,0.792797384073027,0.4600000000000003
Botswana,6,0.019269986744708447,0.017859058640933664,0.4400000000000003
Brazil,239,9.616333903375413,9.663390789600564,0.6700000000000005
Brunei,-496873649,0.5633494544919619,0.563614568987838,0.5400000000000004
Bulgaria,182,0.7177781168539256,0.656041092367903,0.18000000000000002
Burkina Faso,71,0.3701277391188691,0.3352459526363927,0.20000000000000004
Burma,-183264434,1.73713224602731,1.7445873985046227,0.20000000000000004
Burundi,-1,-1,-1,-1
Cabo Verde,2424,0.39617237907027625,0.40268405307085675,0.5900000000000004
Cambodia,-428261034,0.5533797778089546,0.5566530533118643,0.42000000000000026
Cameroon,135,1.3553670240954954,1.324875419574446,0.5000000000000003
Canada,163,6.5256190621408425,6.561214709491411,0.17
Central African Republic,-45771313,0.2478232231759719,0.24733361761103134,0.6500000000000005
Chad,288,0.24129701815205248,0.2427459158369279,0.6400000000000005
Chile,212,6.2169085918409035,6.090074917819229,0.3300000000000002
China,74,0.4162703171142017,0.418825209398089,0.6900000000000005
Colombia,160,1.7726315307084164,1.8505234945044986,0.6100000000000004
Comoros,-1,-1,-1,-1
Congo (Brazzaville),77,0.1465932307904743,0.1517302044751657,0.5200000000000004
Congo (Kinshasa),190,0.28280905562318964,0.27126759935390143,0.6800000000000005
Costa Rica,75,0.3405134629161029,0.3384019797525638,0.31000000000000016
Cote d'Ivoire,124,0.3970304848195273,0.1435871252367277,0.15
Croatia,74,0.41095011224317024,0.4081392915246086,0.6000000000000004
Cuba,92,0.3093273108396721,0.2881166574851699,0.6600000000000005
Cyprus,76,0.06623835955507838,0.05950667561351243,0.39000000000000024
Czechia,99,1.3176208884401277,1.3623105408518743,0.27000000000000013
Denmark,109,42.98991437682131,42.871415979857595,0.5700000000000004
